interval_id,relation,taskset_id,U_norm,source_E0,task_id,priority_rank,w,h,q,complete_envelope,local_envelope,service_value_without_e0,lower_bound_inclusive,upper_bound_exclusive,midpoint
I0291,DEADLINE_CARRY_IN,v93-u1-e1-t01-6d6d0db990d3,0.4,1,6,6,82,0,15,15903/400000,1953/50000,7875157499999999/500000000000000000000,19522124842500000001/500000000000000000000,19870874842500000001/500000000000000000000,19696499842500000001/500000000000000000000
I0292,DEADLINE_CARRY_IN,v93-u1-e1-t01-6d6d0db990d3,0.4,1,6,6,82,0,16,84537/2000000,41571/1000000,105471/6250000000,259713279/6250000000,132036327/3125000000,523785933/12500000000
I0293,DEADLINE_CARRY_IN,v93-u1-e1-t01-6d6d0db990d3,0.4,1,6,6,82,0,17,89559/2000000,22041/500000,18000408000000007/1000000000000000000000,44063999591999999993/1000000000000000000000,44761499591999999993/1000000000000000000000,44412749591999999993/1000000000000000000000
I0294,DEADLINE_CARRY_IN,v93-u1-e1-t01-6d6d0db990d3,0.4,1,6,6,82,0,18,94581/2000000,46593/1000000,1912545900000001/100000000000000000000,4657387454099999999/100000000000000000000,4727137454099999999/100000000000000000000,4692262454099999999/100000000000000000000
I0295,DEADLINE_CARRY_IN,v93-u1-e1-t01-6d6d0db990d3,0.4,1,6,6,82,0,19,24831/500000,97929/2000000,2025051300000001/100000000000000000000,4894424948699999999/100000000000000000000,4964174948699999999/100000000000000000000,4929299948699999999/100000000000000000000
I0296,DEADLINE_CARRY_IN,v93-u1-e1-t01-6d6d0db990d3,0.4,1,6,6,82,0,20,104067/2000000,6417/125000,2137557000000001/100000000000000000000,5131462442999999999/100000000000000000000,5201212442999999999/100000000000000000000,5166337442999999999/100000000000000000000
I0297,DEADLINE_CARRY_IN,v93-u1-e1-t01-6d6d0db990d3,0.4,1,6,6,82,0,21,10881/200000,21483/400000,2812578750000001/125000000000000000000,6710624921249999999/125000000000000000000,6797812421249999999/125000000000000000000,6754218671249999999/125000000000000000000
I0298,DEADLINE_CARRY_IN,v93-u1-e1-t01-6d6d0db990d3,0.4,1,6,6,82,0,22,113553/2000000,56079/1000000,23625693000000007/1000000000000000000000,56055374306999999993/1000000000000000000000,56752874306999999993/1000000000000000000000,56404124306999999993/1000000000000000000000
I0299,DEADLINE_CARRY_IN,v93-u1-e1-t01-6d6d0db990d3,0.4,1,6,6,82,0,23,14787/250000,116901/2000000,24750759/1000000000000,58425749241/1000000000000,59123249241/1000000000000,58774499241/1000000000000
I0300,DEADLINE_CARRY_IN,v93-u1-e1-t01-6d6d0db990d3,0.4,1,6,6,82,0,24,123039/2000000,30411/500000,25875827999999997/1000000000000000000000,60796124172000000003/1000000000000000000000,61493624172000000003/1000000000000000000000,61144874172000000003/1000000000000000000000
I0301,DEADLINE_CARRY_IN,v93-u1-e1-t01-6d6d0db990d3,0.4,1,6,6,82,0,25,63891/1000000,126387/2000000,270009/10000000000,631664991/10000000000,638639991/10000000000,635152491/10000000000
I0302,DEADLINE_CARRY_IN,v93-u1-e1-t01-6d6d0db990d3,0.4,1,6,6,82,0,26,5301/80000,13113/200000,28125975000000003/1000000000000000000000,65536874024999999997/1000000000000000000000,66234374024999999997/1000000000000000000000,65885624024999999997/1000000000000000000000
I0303,DEADLINE_CARRY_IN,v93-u1-e1-t01-6d6d0db990d3,0.4,1,6,6,82,0,27,34317/500000,135873/2000000,29251053000000007/1000000000000000000000,67907248946999999993/1000000000000000000000,68604748946999999993/1000000000000000000000,68255998946999999993/1000000000000000000000
I0304,DEADLINE_CARRY_IN,v93-u1-e1-t01-6d6d0db990d3,0.4,1,6,6,82,0,28,142011/2000000,17577/250000,6075226800000001/200000000000000000000,14055524773199999999/200000000000000000000,14195024773199999999/200000000000000000000,14125274773199999999/200000000000000000000
I0305,DEADLINE_CARRY_IN,v93-u1-e1-t01-6d6d0db990d3,0.4,1,6,6,82,0,29,73377/1000000,903843750000000001/12500000000000000000,6300243600000001/200000000000000000000,2891039951280000003/40000000000000000000,14669099756399999999/200000000000000000000,14562149756400000007/200000000000000000000
I0306,DEADLINE_CARRY_IN,v93-u1-e1-t01-6d6d0db990d3,0.4,1,6,6,82,0,30,151497/2000000,464418750000000001/6250000000000000000,32626305000000003/1000000000000000000000,74274373695000000157/1000000000000000000000,75715873694999999997/1000000000000000000000,74995123695000000077/1000000000000000000000
I0307,DEADLINE_CARRY_IN,v93-u1-e1-t01-6d6d0db990d3,0.4,1,6,6,82,0,31,1948350000000000001/25000000000000000000,953831250000000003/12500000000000000000,8437848749999999/250000000000000000000,19068187151250000061/250000000000000000000,19475062151250000011/250000000000000000000,4817906162812500009/62500000000000000000
I0308,DEADLINE_CARRY_IN,v93-u1-e1-t01-6d6d0db990d3,0.4,1,6,6,82,0,32,1998337500000000003/25000000000000000000,244706250000000001/3125000000000000000,4359561/125000000000,244597260975000001/3125000000000000000,1997465587800000003/25000000000000000000,3954243675600000011/50000000000000000000
I0309,DEADLINE_CARRY_IN,v93-u1-e1-t01-6d6d0db990d3,0.4,1,6,6,82,0,33,409665000000000001/5000000000000000000,200763750000000001/2500000000000000000,2250099/62500000000,200673746040000001/2500000000000000000,409484992080000001/5000000000000000000,810832484160000003/10000000000000000000
I0310,DEADLINE_CARRY_IN,v93-u1-e1-t01-6d6d0db990d3,0.4,1,6,6,82,0,34,2098312500000000007/25000000000000000000,514406250000000003/6250000000000000000,37126683/1000000000000,514174208231250003/6250000000000000000,2097384332925000007/25000000000000000000,4154081165850000019/50000000000000000000
I0311,DEADLINE_CARRY_IN,v93-u1-e1-t01-6d6d0db990d3,0.4,1,6,6,82,0,35,2148300000000000009/25000000000000000000,1053806250000000007/12500000000000000000,9562946250000001/250000000000000000000,21066562053750000139/250000000000000000000,21473437053750000089/250000000000000000000,10634999776875000057/125000000000000000000
I0312,DEADLINE_CARRY_IN,v93-u1-e1-t01-6d6d0db990d3,0.4,1,6,6,82,0,36,2198287500000000011/25000000000000000000,134850000000000001/1562500000000000000,7875378000000001/200000000000000000000,17252924622000000127/200000000000000000000,17578424622000000087/200000000000000000000,17415674622000000107/200000000000000000000
I0313,DEADLINE_CARRY_IN,v93-u1-e1-t01-6d6d0db990d3,0.4,1,6,6,82,0,37,2248275000000000013/25000000000000000000,1103793750000000009/12500000000000000000,20250999/500000000000,1103287475025000009/12500000000000000000,2247262450050000013/25000000000000000000,4453837400100000031/50000000000000000000
I0314,DEADLINE_CARRY_IN,v93-u1-e1-t01-6d6d0db990d3,0.4,1,6,6,82,0,38,459652500000000003/5000000000000000000,112878750000000001/1250000000000000000,41627109/1000000000000,112826716113750001/1250000000000000000,459444364455000003/5000000000000000000,910751228910000007/10000000000000000000
I0315,DEADLINE_CARRY_IN,v93-u1-e1-t01-6d6d0db990d3,0.4,1,6,6,82,0,39,2348250000000000017/25000000000000000000,1153781250000000011/12500000000000000000,42752222999999997/1000000000000000000000,92259747777000000883/1000000000000000000000,93887247777000000683/1000000000000000000000,93073497777000000783/1000000000000000000000
I0316,DEADLINE_CARRY_IN,v93-u1-e1-t01-6d6d0db990d3,0.4,1,6,6,82,0,40,2398237500000000019/25000000000000000000,294693750000000003/3125000000000000000,4387733999999999/100000000000000000000,9425812266000000097/100000000000000000000,9588562266000000077/100000000000000000000,9507187266000000087/100000000000000000000
I0317,DEADLINE_CARRY_IN,v93-u1-e1-t01-6d6d0db990d3,0.4,1,6,6,82,0,41,2448225000000000021/25000000000000000000,1203768750000000013/12500000000000000000,2250123/50000000000,1203206219250000013/12500000000000000000,2447099938500000021/25000000000000000000,4853512377000000047/50000000000000000000
I0318,DEADLINE_CARRY_IN,v93-u1-e1-t01-6d6d0db990d3,0.4,1,6,6,82,0,42,311695312500000003/3125000000000000000,2452875000000000029/25000000000000000000,9225516599999999/200000000000000000000,19613774483400000233/200000000000000000000,19939274483400000193/200000000000000000000,19776524483400000213/200000000000000000000
I0319,DEADLINE_CARRY_IN,v93-u1-e1-t01-6d6d0db990d3,0.4,1,6,6,82,0,43,2538900000000000027/25000000000000000000,78069140625000001/781250000000000000,47252709/1000000000000,78032224446093751/781250000000000000,2537718682275000027/25000000000000000000,5034749864550000059/50000000000000000000
I0320,DEADLINE_CARRY_IN,v93-u1-e1-t01-6d6d0db990d3,0.4,1,6,6,82,0,44,258423750000000003/2500000000000000000,508710000000000007/5000000000000000000,24188919/500000000000,508468110810000007/5000000000000000000,258302805405000003/2500000000000000000,1025073721620000013/10000000000000000000
I0321,DEADLINE_CARRY_IN,v93-u1-e1-t01-6d6d0db990d3,0.4,1,6,6,82,0,45,2629575000000000033/25000000000000000000,1294443750000000019/12500000000000000000,4950297/100000000000,1293824962875000019/12500000000000000000,2628337425750000033/25000000000000000000,5215987351500000071/50000000000000000000
I0322,DEADLINE_CARRY_IN,v93-u1-e1-t01-6d6d0db990d3,0.4,1,6,6,82,0,46,668728125000000009/6250000000000000000,2634225000000000041/25000000000000000000,10125621/200000000000,2632959297375000041/25000000000000000000,668411699343750009/6250000000000000000,5306606094750000077/50000000000000000000
I0323,DEADLINE_CARRY_IN,v93-u1-e1-t01-6d6d0db990d3,0.4,1,6,6,82,0,47,2720250000000000039/25000000000000000000,669890625000000011/6250000000000000000,10350648599999999/200000000000000000000,21426149351400000353/200000000000000000000,21751649351400000313/200000000000000000000,21588899351400000333/200000000000000000000
I0324,DEADLINE_CARRY_IN,v93-u1-e1-t01-6d6d0db990d3,0.4,1,6,6,82,0,48,1382793750000000021/12500000000000000000,2724900000000000047/25000000000000000000,5287838399999999/100000000000000000000,10894312161600000189/100000000000000000000,11057062161600000169/100000000000000000000,10975687161600000179/100000000000000000000
I0325,DEADLINE_CARRY_IN,v93-u1-e1-t01-6d6d0db990d3,0.4,1,6,6,82,0,49,1401393750000000023/12500000000000000000,1091820000000000019/10000000000000000000,10800705599999999/200000000000000000000,21825599294400000381/200000000000000000000,22411499294400000369/200000000000000000000,176948394355200003/1600000000000000000
I0326,DEADLINE_CARRY_IN,v93-u1-e1-t01-6d6d0db990d3,0.4,1,6,6,82,0,50,22524600000000000379/200000000000000000000,170887500000000003/1562500000000000000,2205147/40000000000,170801361445312503/1562500000000000000,22513574265000000379/200000000000000000000,44376148530000000763/400000000000000000000
I0327,DEADLINE_CARRY_IN,v93-u1-e1-t01-6d6d0db990d3,0.4,1,6,6,82,0,51,22561800000000000383/200000000000000000000,5477700000000000097/50000000000000000000,2250153/40000000000,5474887308750000097/50000000000000000000,22550549235000000383/200000000000000000000,44450098470000000771/400000000000000000000
I0328,DEADLINE_CARRY_IN,v93-u1-e1-t01-6d6d0db990d3,0.4,1,6,6,82,0,52,22599000000000000387/200000000000000000000,2743500000000000049/25000000000000000000,28689489/500000000000,2742065525550000049/25000000000000000000,22587524204400000387/200000000000000000000,44524048408800000779/400000000000000000000
I0329,DEADLINE_CARRY_IN,v93-u1-e1-t01-6d6d0db990d3,0.4,1,6,6,82,0,53,22636200000000000391/200000000000000000000,4423080000000000079/40000000000000000000,29252067/500000000000,4420739834640000079/40000000000000000000,22624499173200000391/200000000000000000000,22364099173200000393/200000000000000000000
I0330,DEADLINE_CARRY_IN,v93-u1-e1-t01-6d6d0db990d3,0.4,1,6,6,82,0,54,4534680000000000079/40000000000000000000,11141400000000000199/100000000000000000000,14907323249999999/250000000000000000000,55677185353500000997/500000000000000000000,113307370707000001979/1000000000000000000000,224661741414000003973/2000000000000000000000
I0331,DEADLINE_CARRY_IN,v93-u1-e1-t01-6d6d0db990d3,0.4,1,6,6,82,0,55,22710600000000000399/200000000000000000000,22450200000000000401/200000000000000000000,6075445499999999/100000000000000000000,22438049109000000403/200000000000000000000,22698449109000000401/200000000000000000000,11284124554500000201/100000000000000000000
I0332,DEADLINE_CARRY_IN,v93-u1-e1-t01-6d6d0db990d3,0.4,1,6,6,82,0,56,22747800000000000403/200000000000000000000,5654400000000000101/50000000000000000000,3093981/50000000000,5651306019000000101/50000000000000000000,22735424076000000403/200000000000000000000,45340648152000000807/400000000000000000000
I0333,DEADLINE_CARRY_IN,v93-u1-e1-t01-6d6d0db990d3,0.4,1,7,7,76,0,11,58311/2000000,3627/125000,2250033000000001/200000000000000000000,5800949966999999999/200000000000000000000,5828849966999999999/200000000000000000000,5814899966999999999/200000000000000000000
I0334,DEADLINE_CARRY_IN,v93-u1-e1-t01-6d6d0db990d3,0.4,1,7,7,76,0,12,15903/500000,31527/1000000,6187599000000003/500000000000000000000,15757312400999999997/500000000000000000000,15896812400999999997/500000000000000000000,15827062400999999997/500000000000000000000
I0335,DEADLINE_CARRY_IN,v93-u1-e1-t01-6d6d0db990d3,0.4,1,7,7,76,0,13,68913/2000000,17019/500000,2700046800000001/200000000000000000000,6804899953199999999/200000000000000000000,6888599953199999999/200000000000000000000,6846749953199999999/200000000000000000000
I0336,DEADLINE_CARRY_IN,v93-u1-e1-t01-6d6d0db990d3,0.4,1,7,7,76,0,14,37107/1000000,36549/1000000,7312636500000001/500000000000000000000,18267187363499999999/500000000000000000000,18546187363499999999/500000000000000000000,18406687363499999999/500000000000000000000
I0337,DEADLINE_CARRY_IN,v93-u1-e1-t01-6d6d0db990d3,0.4,1,7,7,76,0,15,15903/400000,1953/50000,7875157499999999/500000000000000000000,19522124842500000001/500000000000000000000,19870874842500000001/500000000000000000000,19696499842500000001/500000000000000000000
I0338,DEADLINE_CARRY_IN,v93-u1-e1-t01-6d6d0db990d3,0.4,1,7,7,76,0,16,84537/2000000,41571/1000000,105471/6250000000,259713279/6250000000,132036327/3125000000,523785933/12500000000
I0339,DEADLINE_CARRY_IN,v93-u1-e1-t01-6d6d0db990d3,0.4,1,7,7,76,0,17,89559/2000000,22041/500000,18000408000000007/1000000000000000000000,44063999591999999993/1000000000000000000000,44761499591999999993/1000000000000000000000,44412749591999999993/1000000000000000000000
I0340,DEADLINE_CARRY_IN,v93-u1-e1-t01-6d6d0db990d3,0.4,1,7,7,76,0,18,94581/2000000,46593/1000000,1912545900000001/100000000000000000000,4657387454099999999/100000000000000000000,4727137454099999999/100000000000000000000,4692262454099999999/100000000000000000000
I0341,DEADLINE_CARRY_IN,v93-u1-e1-t01-6d6d0db990d3,0.4,1,7,7,76,0,19,24831/500000,97929/2000000,2025051300000001/100000000000000000000,4894424948699999999/100000000000000000000,4964174948699999999/100000000000000000000,4929299948699999999/100000000000000000000
I0342,DEADLINE_CARRY_IN,v93-u1-e1-t01-6d6d0db990d3,0.4,1,7,7,76,0,20,104067/2000000,6417/125000,2137557000000001/100000000000000000000,5131462442999999999/100000000000000000000,5201212442999999999/100000000000000000000,5166337442999999999/100000000000000000000
I0343,DEADLINE_CARRY_IN,v93-u1-e1-t01-6d6d0db990d3,0.4,1,7,7,76,0,21,10881/200000,21483/400000,2812578750000001/125000000000000000000,6710624921249999999/125000000000000000000,6797812421249999999/125000000000000000000,6754218671249999999/125000000000000000000
I0344,DEADLINE_CARRY_IN,v93-u1-e1-t01-6d6d0db990d3,0.4,1,7,7,76,0,22,113553/2000000,56079/1000000,23625693000000007/1000000000000000000000,56055374306999999993/1000000000000000000000,56752874306999999993/1000000000000000000000,56404124306999999993/1000000000000000000000
I0345,DEADLINE_CARRY_IN,v93-u1-e1-t01-6d6d0db990d3,0.4,1,7,7,76,0,23,14787/250000,116901/2000000,24750759/1000000000000,58425749241/1000000000000,59123249241/1000000000000,58774499241/1000000000000
I0346,DEADLINE_CARRY_IN,v93-u1-e1-t01-6d6d0db990d3,0.4,1,7,7,76,0,24,123039/2000000,30411/500000,25875827999999997/1000000000000000000000,60796124172000000003/1000000000000000000000,61493624172000000003/1000000000000000000000,61144874172000000003/1000000000000000000000
I0347,DEADLINE_CARRY_IN,v93-u1-e1-t01-6d6d0db990d3,0.4,1,7,7,76,0,25,63891/1000000,126387/2000000,270009/10000000000,631664991/10000000000,638639991/10000000000,635152491/10000000000
I0348,DEADLINE_CARRY_IN,v93-u1-e1-t01-6d6d0db990d3,0.4,1,7,7,76,0,26,5301/80000,13113/200000,28125975000000003/1000000000000000000000,65536874024999999997/1000000000000000000000,66234374024999999997/1000000000000000000000,65885624024999999997/1000000000000000000000
I0349,DEADLINE_CARRY_IN,v93-u1-e1-t01-6d6d0db990d3,0.4,1,7,7,76,0,27,34317/500000,135873/2000000,29251053000000007/1000000000000000000000,67907248946999999993/1000000000000000000000,68604748946999999993/1000000000000000000000,68255998946999999993/1000000000000000000000
I0350,DEADLINE_CARRY_IN,v93-u1-e1-t01-6d6d0db990d3,0.4,1,7,7,76,0,28,142011/2000000,17577/250000,6075226800000001/200000000000000000000,14055524773199999999/200000000000000000000,14195024773199999999/200000000000000000000,14125274773199999999/200000000000000000000
